Date,Temperature,Humidity,Pressure,Compass,Accelerometer_raw_x,Accelerometer_raw_y,Accelerometer_raw_z,Compass_raw_x,Compass_raw_y,Compass_raw_z,Gyroscope_raw_x,Gyroscope_raw_y,Gyroscope_raw_z,Default
2020-06-20 17:44:29.172893,2,8,2,4,7,1,3,5,9,8,6,1,3,9
2020-06-20 17:44:30.255966,5,0,1,4,7,4,5,3,3,2,9,5,2,6
2020-06-20 17:44:31.339283,5,7,3,9,5,2,3,7,6,8,0,7,0,6
2020-06-20 17:44:32.426080,5,8,7,1,2,9,8,3,1,0,0,8,9,4
2020-06-20 17:44:33.513830,6,6,2,1,3,4,1,0,0,1,1,3,3,3
2020-06-20 17:44:35.639797,6,5,4,9,7,5,2,5,9,9,6,5,1,8
2020-06-20 17:44:36.723033,0,3,3,6,7,0,7,8,4,8,6,6,8,7
2020-06-20 17:44:37.810189,8,5,4,9,2,0,8,8,3,1,1,4,5,6
2020-06-20 17:44:38.898046,6,6,0,2,2,0,7,2,8,5,4,8,4,3
2020-06-20 17:44:39.990641,2,4,7,3,2,0,5,4,4,0,8,6,0,8
2020-06-20 17:44:42.117036,6,6,5,5,8,9,7,1,3,2,7,9,6,9
2020-06-20 17:44:43.200060,0,9,4,6,0,9,9,1,8,3,4,3,8,4
2020-06-20 17:44:44.282763,3,1,9,3,9,0,5,3,9,8,9,3,9,1
2020-06-20 17:44:45.369243,6,4,5,5,7,5,3,5,1,0,1,0,8,0
2020-06-20 17:44:46.452113,7,4,3,3,7,5,4,1,2,2,3,7,7,1
2020-06-20 17:44:57.846303,6,2,8,5,0,5,4,9,5,5,6,9,7,5
2020-06-20 17:44:58.933256,7,5,6,4,0,4,3,3,1,4,2,0,4,1
2020-06-20 17:45:00.019852,9,3,0,5,0,4,6,9,6,1,8,0,8,3
2020-06-20 17:45:01.103554,4,8,7,6,7,9,2,9,9,8,2,8,4,4
2020-06-20 17:45:02.188473,8,1,9,3,6,1,3,9,2,2,6,8,2,8
2020-06-20 17:45:04.311021,8,4,2,7,2,2,8,1,5,3,2,5,4,3
2020-06-20 17:45:05.393871,4,6,7,8,3,9,6,9,8,2,4,6,9,7
2020-06-20 17:45:06.476160,7,0,4,1,0,9,3,6,1,0,9,9,2,4
2020-06-20 17:45:07.564897,7,3,6,5,8,9,4,8,1,3,1,4,6,0
2020-06-20 17:45:08.647454,8,1,3,5,7,9,4,5,2,9,3,7,3,6
2020-06-20 17:45:10.774370,7,8,0,2,6,5,6,8,0,8,6,3,0,5
2020-06-20 17:45:11.863134,9,6,4,1,0,9,7,6,9,1,2,1,3,4
2020-06-20 17:45:12.946101,7,1,7,3,2,0,3,3,8,2,5,0,9,9
2020-06-20 17:45:14.032871,7,6,2,1,7,0,3,3,9,4,5,1,6,5
2020-06-20 17:45:15.115476,1,0,7,6,7,2,7,1,1,6,1,2,2,3
2020-06-20 17:45:17.242659,5,7,7,8,2,5,9,1,6,4,2,3,5,6
2020-06-20 17:45:29.062945,0,5,5,7,5,9,6,4,2,5,5,0,7,6
2020-06-20 17:45:30.146838,5,4,3,0,8,9,6,8,3,0,2,3,5,8
2020-06-20 17:45:31.230950,0,9,8,5,5,2,9,0,3,3,2,3,1,4
2020-06-20 17:45:32.315806,5,0,7,0,7,5,6,8,1,9,1,1,6,6
2020-06-20 17:45:34.449787,9,2,7,9,3,5,9,8,6,3,6,1,5,0
2020-06-20 17:45:35.534913,7,0,9,7,2,9,4,2,3,8,8,9,1,8
2020-06-20 17:45:36.624924,8,6,7,3,3,0,1,2,6,5,4,5,3,0
2020-06-20 17:45:37.711264,7,9,6,8,0,2,4,9,5,7,9,7,8,8
2020-06-20 17:45:38.793968,8,4,8,0,3,9,6,5,3,7,7,9,6,7
2020-06-20 17:45:40.920180,2,9,9,7,6,4,7,6,3,4,5,2,4,2
2020-06-20 17:45:42.003541,9,7,9,4,0,5,1,8,8,6,0,5,9,2
2020-06-20 17:45:43.090077,0,1,5,5,3,5,6,0,7,7,3,7,9,5
2020-06-20 17:45:44.175468,8,7,1,2,7,4,9,1,8,0,6,4,8,9
2020-06-20 17:45:45.258691,2,2,9,9,2,0,3,8,7,1,7,9,3,1
2020-06-20 17:45:47.386146,1,2,4,8,3,0,7,4,0,4,1,1,9,6
2020-06-20 17:45:48.474021,8,6,2,1,5,0,6,4,7,6,0,8,9,8
2020-06-20 17:45:59.565705,4,9,2,6,0,2,8,8,1,6,1,7,5,3
2020-06-20 17:46:00.648890,6,0,8,4,7,9,3,1,4,0,3,1,8,8
2020-06-20 17:46:01.735552,1,8,0,2,5,5,6,1,5,8,3,6,0,7
2020-06-20 17:46:03.860184,4,3,7,6,7,4,4,9,3,6,8,7,0,7
2020-06-20 17:46:04.944735,7,8,6,4,7,4,9,1,3,2,5,2,4,1
2020-06-20 17:46:06.030020,2,3,6,5,7,5,9,1,0,4,0,4,0,2
2020-06-20 17:46:07.114186,6,4,3,6,6,9,3,6,2,6,7,2,9,3
2020-06-20 17:46:08.196981,1,7,6,1,2,9,6,9,2,9,7,7,0,4
2020-06-20 17:46:10.322196,8,9,8,3,8,4,8,7,3,9,5,6,6,5
2020-06-20 17:46:11.404667,1,4,0,6,3,0,6,4,2,0,5,9,7,6
2020-06-20 17:46:12.491816,7,0,6,2,0,9,9,3,8,7,6,7,5,1
2020-06-20 17:46:13.574596,6,0,2,0,8,2,3,3,5,4,2,3,1,2
2020-06-20 17:46:14.659593,6,0,8,0,7,4,9,3,3,2,1,5,3,4
2020-06-20 17:46:16.787858,7,6,7,6,2,0,1,8,7,6,8,2,2,7
2020-06-20 17:46:17.874738,8,1,9,4,8,9,8,1,8,0,3,4,9,7
2020-06-20 17:46:18.961802,6,8,5,9,7,0,4,5,9,9,5,2,8,0
2020-06-20 17:46:30.058893,6,3,0,4,0,4,6,1,7,9,3,0,8,8
2020-06-20 17:46:31.142377,5,0,5,1,5,5,9,0,0,7,1,4,7,2
2020-06-20 17:46:33.270492,5,2,5,9,7,4,1,2,7,3,3,6,7,4
2020-06-20 17:46:34.357469,7,2,4,3,2,5,6,0,2,7,3,2,4,4
2020-06-20 17:46:35.445846,6,4,5,4,7,9,3,7,1,7,8,7,3,7
2020-06-20 17:46:36.528588,5,3,2,2,2,9,4,2,1,7,0,5,0,5
2020-06-20 17:46:37.611146,4,8,0,4,3,4,9,7,9,5,9,3,2,1
2020-06-20 17:46:39.736094,8,6,6,0,5,0,4,1,3,3,7,8,5,3
2020-06-20 17:46:40.821040,5,4,4,7,6,5,4,2,4,8,5,9,5,0
2020-06-20 17:46:41.904172,4,5,7,8,7,7,6,7,1,5,2,3,7,7
2020-06-20 17:46:42.987353,6,0,4,9,2,0,4,5,1,5,2,7,5,3
2020-06-20 17:46:44.074232,1,9,9,7,3,5,6,6,2,0,2,4,6,9
2020-06-20 17:46:46.201069,6,0,6,7,9,9,6,6,3,0,7,4,3,1
2020-06-20 17:46:47.284055,8,4,9,7,7,0,8,4,5,8,7,0,2,1
2020-06-20 17:46:48.367239,5,1,5,4,0,0,4,4,0,6,2,0,0,8
2020-06-20 17:46:49.450188,1,9,3,6,0,0,7,9,3,2,3,8,7,3
2020-06-20 17:46:59.816406,6,8,9,8,0,9,3,3,6,9,5,1,3,0
2020-06-20 17:47:01.939737,4,9,0,0,7,0,3,4,8,8,2,3,6,6
2020-06-20 17:47:03.023051,1,1,6,5,7,5,5,4,2,3,2,1,3,6
2020-06-20 17:47:04.106120,3,8,5,3,3,5,1,6,4,7,4,8,9,4
2020-06-20 17:47:05.191026,0,5,6,8,3,3,6,0,4,5,9,6,2,0
2020-06-20 17:47:06.273563,3,4,2,7,2,9,1,0,9,3,5,3,4,7
2020-06-20 17:47:08.399258,3,3,1,2,5,4,6,3,7,5,4,1,1,2
2020-06-20 17:47:09.485134,1,0,4,1,7,0,4,2,4,0,4,2,1,3
2020-06-20 17:47:10.570403,2,5,0,8,2,2,9,6,5,7,7,4,2,8
2020-06-20 17:47:11.657395,1,6,5,8,2,5,4,8,9,4,6,8,6,2
2020-06-20 17:47:12.740266,3,1,0,9,0,5,9,7,0,2,6,1,3,7
2020-06-20 17:47:14.868512,3,7,7,3,7,2,4,4,1,2,4,9,4,4
2020-06-20 17:47:15.952435,8,2,7,1,0,7,9,5,0,0,7,4,1,7
2020-06-20 17:47:17.035400,0,2,9,3,6,9,4,6,8,9,4,0,7,5
2020-06-20 17:47:18.118534,3,8,7,9,2,2,3,6,2,4,9,1,1,9
2020-06-20 17:47:19.201255,3,7,6,1,7,4,1,0,3,1,7,3,4,8
2020-06-20 17:47:30.606830,3,3,2,6,6,5,6,7,2,2,3,1,9,6
2020-06-20 17:47:31.689802,3,0,0,6,7,5,4,6,0,9,9,2,2,9
2020-06-20 17:47:32.773309,4,9,5,0,6,0,8,5,8,9,0,8,6,8
2020-06-20 17:47:33.857820,5,0,0,4,2,7,8,3,9,3,6,6,9,6
2020-06-20 17:47:36.744566,0,5,0,3,7,0,8,4,2,6,8,8,9,8
2020-06-20 17:47:38.864794,1,6,5,6,7,5,1,6,4,3,7,6,6,5
2020-06-20 17:47:39.951865,5,6,4,1,2,4,9,7,1,1,9,0,0,8
2020-06-20 17:47:41.034084,3,0,5,2,2,9,3,5,5,9,8,4,1,1
2020-06-20 17:47:42.121330,3,6,0,4,8,2,9,1,6,4,5,5,5,0
2020-06-20 17:47:43.204233,1,0,9,9,5,3,7,9,3,5,7,1,8,9
2020-06-20 17:47:45.329884,3,5,0,8,3,9,3,1,2,9,5,7,6,2
2020-06-20 17:47:46.412258,3,5,6,4,7,4,6,2,0,2,4,4,9,1
2020-06-20 17:47:47.494955,3,2,0,1,7,2,1,2,7,8,7,3,8,3
2020-06-20 17:47:48.577506,3,5,1,0,7,1,4,8,6,2,9,3,7,1
2020-06-20 17:47:49.664100,7,4,4,6,5,0,8,3,7,9,6,0,7,5
2020-06-20 17:47:51.793263,3,4,9,0,0,9,8,8,0,7,7,4,2,6
2020-06-20 17:48:02.158378,1,5,8,8,5,1,8,3,9,9,9,5,9,5
2020-06-20 17:48:03.243445,1,5,8,1,2,6,3,1,7,7,1,4,9,6
2020-06-20 17:48:04.326348,3,9,6,5,0,9,8,3,4,1,2,4,9,9
2020-06-20 17:48:05.409358,3,4,5,0,9,4,6,2,6,4,9,1,1,4
2020-06-20 17:48:07.535395,1,8,9,5,7,5,6,5,0,1,6,6,4,5
2020-06-20 17:48:08.618003,7,0,0,0,6,0,1,7,8,7,1,1,4,4
2020-06-20 17:48:09.700706,6,9,6,9,0,8,4,3,6,7,3,3,2,6
2020-06-20 17:48:10.787207,5,5,8,8,6,5,3,5,6,9,4,1,5,9
2020-06-20 17:48:11.870062,5,5,1,2,7,2,4,6,8,5,8,4,2,3
2020-06-20 17:48:13.995406,1,4,5,6,5,7,4,2,6,2,1,1,7,4
2020-06-20 17:48:15.077730,2,3,2,2,2,5,6,7,3,3,1,1,2,0
2020-06-20 17:48:16.164413,7,1,4,3,8,9,8,9,5,7,0,6,9,2
2020-06-20 17:48:17.249385,6,5,1,5,0,6,3,8,1,7,0,4,0,9
2020-06-20 17:48:18.336722,9,4,9,7,5,4,9,4,3,4,0,4,7,2
2020-06-20 17:48:20.464519,2,7,7,6,7,0,4,1,5,9,0,0,8,7
2020-06-20 17:48:21.547869,4,3,1,3,2,4,4,1,9,2,9,8,2,1
2020-06-20 17:48:32.646345,6,1,4,6,5,5,7,9,5,6,3,2,8,0
2020-06-20 17:48:33.736094,3,9,0,5,2,4,9,0,6,3,0,7,4,4
2020-06-20 17:48:34.819725,5,4,6,0,5,4,9,1,3,8,4,4,7,6
2020-06-20 17:48:36.944812,5,7,7,9,5,5,4,9,0,5,1,3,7,3
2020-06-20 17:48:38.030430,4,8,6,2,2,9,9,7,2,6,2,4,7,7
2020-06-20 17:48:39.113370,5,8,9,9,2,5,6,8,0,2,8,5,2,7
2020-06-20 17:48:40.196341,4,0,9,3,5,9,4,4,7,9,7,1,2,4
2020-06-20 17:48:41.281873,7,5,8,3,7,0,4,9,4,6,5,6,4,6
2020-06-20 17:48:43.415907,3,5,3,6,3,9,8,2,0,1,0,2,5,6
2020-06-20 17:48:44.504277,6,9,3,4,7,9,4,9,4,7,3,4,7,5
2020-06-20 17:48:45.588269,2,8,0,5,2,5,4,9,1,7,9,4,0,7
2020-06-20 17:48:46.687894,3,8,4,9,7,9,6,5,3,6,6,8,0,3
2020-06-20 17:48:47.778607,7,9,8,5,7,4,3,4,2,2,8,4,1,4
2020-06-20 17:48:49.902230,3,2,1,0,0,9,8,4,3,9,4,8,3,8
2020-06-20 17:48:50.990350,7,4,1,5,7,5,9,9,1,4,5,5,4,3
2020-06-20 17:48:52.075297,8,2,3,9,0,9,9,5,8,7,6,9,6,9
2020-06-20 17:49:03.180513,3,9,9,9,6,5,4,4,2,4,8,7,3,6
2020-06-20 17:49:04.278386,8,0,9,2,2,9,8,7,8,3,3,5,9,4
2020-06-20 17:49:06.406610,8,2,7,7,5,4,3,0,6,4,9,8,6,5
2020-06-20 17:49:07.489325,1,2,5,2,7,4,3,5,9,5,9,0,3,7
2020-06-20 17:49:08.575632,2,1,7,4,6,4,1,0,9,6,3,4,5,3
2020-06-20 17:49:09.665593,8,0,2,0,7,5,4,9,3,7,3,9,0,9
2020-06-20 17:49:10.749464,3,1,3,1,2,9,8,4,9,2,8,0,7,7
2020-06-20 17:49:12.873765,7,7,4,4,2,5,1,5,7,9,3,7,0,2
2020-06-20 17:49:13.959769,7,9,7,9,2,5,9,6,2,3,0,6,6,8
2020-06-20 17:49:15.048160,8,5,5,7,2,4,9,9,9,3,2,3,2,9
2020-06-20 17:49:16.132781,9,6,2,2,5,4,8,7,9,8,1,5,0,0
2020-06-20 17:49:17.217263,2,9,7,8,7,9,4,8,6,2,9,5,9,4
2020-06-20 17:49:19.344358,1,1,6,5,5,4,3,5,7,3,4,9,6,2
2020-06-20 17:49:20.427226,9,2,4,0,2,5,4,3,6,9,3,3,5,6
2020-06-20 17:49:21.509705,4,3,9,3,7,0,4,9,6,7,5,6,1,0
2020-06-20 17:49:22.592694,3,9,4,1,7,7,8,2,3,2,9,1,7,0
2020-06-20 17:49:32.958576,1,5,6,4,7,4,8,6,2,6,1,5,8,6
2020-06-20 17:49:35.079286,3,2,8,0,5,0,4,9,8,9,4,8,4,7
2020-06-20 17:49:36.162169,3,9,8,9,2,2,1,3,3,6,3,6,8,9
2020-06-20 17:49:37.245034,3,8,9,5,3,4,3,0,1,4,4,2,3,4
2020-06-20 17:49:38.327701,0,7,6,4,7,0,9,8,2,9,3,0,2,4
2020-06-20 17:49:39.410148,2,5,6,1,7,9,9,9,9,6,6,8,1,2
2020-06-20 17:49:41.536109,1,8,5,1,2,4,3,6,9,8,6,0,4,0
2020-06-20 17:49:42.618738,3,4,4,1,3,5,4,5,5,6,2,4,9,3
2020-06-20 17:49:43.703450,0,0,1,3,2,4,9,4,9,7,6,1,0,2
2020-06-20 17:49:44.785814,1,0,4,3,7,4,5,6,9,4,6,3,9,9
2020-06-20 17:49:45.868377,5,5,4,2,3,5,8,7,6,2,3,3,0,6
2020-06-20 17:49:47.994957,2,2,4,0,7,7,1,2,1,0,2,2,3,5
2020-06-20 17:49:49.078205,8,5,7,1,2,8,1,9,6,5,1,4,6,9
2020-06-20 17:49:50.162310,1,5,9,8,7,3,4,0,4,1,7,9,5,8
2020-06-20 17:49:51.245519,3,8,0,6,8,0,8,5,1,1,1,6,3,0
2020-06-20 17:49:52.328630,7,9,7,1,6,4,8,2,7,0,4,3,8,1
2020-06-20 17:50:03.718193,1,7,4,5,7,9,6,9,3,8,1,4,4,0
2020-06-20 17:50:04.801442,5,0,5,2,7,5,4,5,2,2,8,2,7,5
2020-06-20 17:50:05.884508,8,9,4,6,8,7,6,5,3,8,8,4,1,0
2020-06-20 17:50:06.967470,6,7,3,9,0,0,8,3,9,4,9,3,9,3
2020-06-20 17:50:08.056026,0,2,6,9,8,9,9,8,5,8,9,6,9,3
2020-06-20 17:50:10.180828,9,7,7,2,7,4,6,1,2,9,3,4,5,5
2020-06-20 17:50:11.268206,4,4,0,9,5,9,4,0,5,5,1,4,6,3
2020-06-20 17:50:12.351894,6,8,8,0,7,4,4,5,5,5,8,8,0,4
2020-06-20 17:50:13.437845,2,1,5,5,3,5,8,4,9,9,7,3,1,3
2020-06-20 17:50:14.521539,2,9,1,9,8,4,6,0,1,5,0,0,5,6
2020-06-20 17:50:16.645700,8,4,9,4,3,5,9,0,7,6,5,0,2,3
2020-06-20 17:50:17.731442,9,0,2,6,6,5,3,1,2,0,1,3,1,3
2020-06-20 17:50:18.818870,0,9,8,2,3,5,4,8,9,3,1,9,2,0
2020-06-20 17:50:19.903273,9,0,0,8,0,9,9,3,6,3,6,1,3,4
2020-06-20 17:50:20.986703,5,2,6,3,7,4,3,3,3,8,4,2,5,9
2020-06-20 17:50:23.114697,7,8,9,7,8,4,4,1,4,6,4,2,6,8
2020-06-20 17:50:34.198541,5,2,1,3,7,9,1,6,8,4,5,4,8,9
2020-06-20 17:50:35.284772,8,9,7,3,7,5,9,1,2,1,7,8,0,6
2020-06-20 17:50:36.372623,5,9,0,4,0,7,8,0,5,4,4,2,6,4
2020-06-20 17:50:37.456534,8,8,4,4,6,4,1,5,3,0,2,1,1,8
2020-06-20 17:50:39.591572,9,3,4,8,7,4,3,2,5,8,6,5,6,9
2020-06-20 17:50:40.675885,3,2,4,4,7,4,3,6,6,2,0,4,2,6
2020-06-20 17:50:41.763755,9,6,0,9,5,5,1,6,0,6,8,4,4,8
2020-06-20 17:50:42.847340,5,1,1,6,5,4,6,7,9,1,5,5,4,3
2020-06-20 17:50:43.930903,9,2,1,5,7,4,3,0,7,3,2,3,6,3
2020-06-20 17:50:46.060474,0,1,5,9,7,5,1,6,1,2,9,1,5,6
2020-06-20 17:50:47.147946,9,2,5,4,2,9,1,7,6,5,2,1,9,6
2020-06-20 17:50:48.231969,9,4,8,0,7,5,3,8,6,3,3,0,7,7
2020-06-20 17:50:49.317722,9,2,5,1,0,0,4,5,6,5,0,1,5,0
2020-06-20 17:50:50.417646,9,5,8,0,7,4,1,6,1,5,9,5,4,1
2020-06-20 17:50:52.545259,5,3,0,8,7,4,0,4,2,5,9,7,0,2
2020-06-20 17:50:53.627779,4,2,6,5,7,4,0,5,6,5,3,7,7,4
2020-06-20 17:51:05.437701,4,9,6,9,2,5,1,1,1,8,2,3,6,6
2020-06-20 17:51:06.522538,9,7,0,5,7,5,3,3,8,7,6,6,1,0
2020-06-20 17:51:07.609791,2,5,0,6,3,8,6,4,9,0,4,4,1,4
2020-06-20 17:51:09.737219,9,8,4,8,7,5,4,8,2,5,0,4,1,4
2020-06-20 17:51:10.822929,9,6,8,9,3,9,4,0,9,1,1,9,4,5
2020-06-20 17:51:11.910048,2,4,5,9,1,4,8,3,8,7,3,5,8,0
2020-06-20 17:51:12.993670,8,7,0,4,1,5,0,0,7,9,2,9,5,3
2020-06-20 17:51:14.077078,7,1,8,4,3,5,4,0,6,0,6,5,2,3
2020-06-20 17:51:16.205142,8,5,5,0,6,9,1,7,4,4,5,6,7,4
2020-06-20 17:51:17.294733,2,6,1,8,2,4,1,1,2,6,0,7,9,6
2020-06-20 17:51:18.380136,3,8,7,6,7,9,1,0,9,2,2,4,4,0
2020-06-20 17:51:19.465829,7,5,3,6,7,4,4,6,1,9,8,3,7,1
2020-06-20 17:51:20.557285,0,3,3,8,7,5,3,6,5,8,8,0,4,2
2020-06-20 17:51:22.682153,4,2,2,6,7,4,8,9,9,6,7,1,1,4
2020-06-20 17:51:23.772434,9,8,0,3,7,4,4,7,6,0,0,9,2,5
2020-06-20 17:51:24.857728,4,0,7,3,0,3,1,1,1,9,2,9,7,3
2020-06-20 17:51:35.952570,9,9,0,1,8,5,4,9,8,0,6,2,8,8
2020-06-20 17:51:37.042535,2,0,6,1,0,3,4,4,8,8,6,9,7,4
2020-06-20 17:51:39.166927,6,0,2,7,8,5,4,9,6,7,6,4,0,2
2020-06-20 17:51:40.251048,2,2,7,3,7,4,3,7,4,5,5,3,8,5
2020-06-20 17:51:42.931044,4,3,7,8,7,5,3,1,4,1,6,7,7,8
2020-06-20 17:51:44.014102,0,1,3,0,7,4,8,5,7,4,7,2,8,7
2020-06-20 17:51:45.097063,4,6,8,5,5,4,4,9,8,4,5,5,4,7
2020-06-20 17:51:47.223907,3,3,3,5,5,5,4,8,6,2,8,8,6,1
2020-06-20 17:51:48.307119,2,9,6,7,7,4,4,9,6,4,3,7,2,5
2020-06-20 17:51:49.390999,2,0,7,7,7,9,8,0,9,1,4,7,9,9
2020-06-20 17:51:50.474824,5,4,5,3,2,7,8,4,4,5,5,3,0,9
2020-06-20 17:51:51.565592,9,7,1,4,5,5,3,1,6,1,9,4,4,6
2020-06-20 17:51:53.689931,4,9,9,0,2,9,1,9,2,2,5,3,3,4
2020-06-20 17:51:54.774015,2,9,3,5,7,4,8,5,7,4,2,4,5,8
2020-06-20 17:51:55.859047,5,7,4,0,3,4,1,5,0,0,4,1,7,4
2020-06-20 17:51:56.943084,9,3,9,5,7,4,6,9,4,7,4,0,7,2
2020-06-20 17:52:08.052356,6,7,0,7,3,9,0,3,8,9,0,8,7,9
2020-06-20 17:52:10.175739,0,1,1,7,3,4,8,1,5,2,1,2,9,2
2020-06-20 17:52:11.261800,5,7,5,2,2,5,8,7,3,4,8,3,0,8
2020-06-20 17:52:12.350725,7,9,6,1,0,4,8,0,5,4,2,7,1,1
2020-06-20 17:52:13.447613,2,7,9,9,0,9,6,6,8,3,2,5,2,1
2020-06-20 17:52:14.535097,9,1,2,3,2,7,6,4,8,2,4,8,3,6
2020-06-20 17:52:16.663734,8,3,0,4,2,4,4,8,1,6,6,6,3,9
